,index,rating,comment
22683,22683,1.0,"Ich bin seit Jahren bei Dr Hamzeh und sie ist eine super Ärztin<br />
 Kompetenter und netter Arzt - sehr zu empfehlen"
83463,83463,1.0,Ich habe schon 2 Implantate und eine Krone einsetzen lassen und bin mit der Arbeit von Herrn Fahling und dem Umgang mit seinen Patienten sehr zufrieden. Kann insoweit die beiden schlechten Bewertungen absolut nicht nachvollziehen.
86237,86237,1.0,"Nette Arzthelferinen ,nach Termin gute Beratung , Aufklärung und Behandlung .<br />
Termine werden soweit es möglich ist schnell vergeben.<br />
Ich hatte bei anderen Ärzten viel  länger gewartet."
133168,133168,1.0,"Bei Dr. Eiselt habe ich das Gefühl, immer umfassend und sehr kompetent beraten zu werden. Er ist stets auf dem neusten Stand der Wissenschaft und notwendige Untersuchungen erfolgen prompt uns sehr ausführlich. <br />
Selbst bei umfangreichen Patientenaufgebot in den Wintermonaten, widmet er sich angemessen und mit dem geschulten Blick für das Wesentliche. Mit meinen zwei Kindern bin ich seit Jahren bei Dr. Eiselt und wurde auch in Stoßzeiten noch nie abgewiesen, sondern habe das Gefühl, dass er seine persönliche Betreuung sehr ernst nimmt."
63531,63531,1.0,"Bei einer Untersuchung hat Dr. Sopora bei mir Blasenkrebs festgestellt. Mit ihrer beruhigenden und kompetenten Art hat sie mir die Panik genommen die in einer solchen Situation hochkommt. Heute habe ich alles gut überstanden, gehe natürlich regelmäßig zur Kontrolle und bin froh, damals an eine so tolle Ärztin geraten zu sein.<br />
Das ganze Praxisteam ist freundlich und hilfsbereit, auch ihnen gebührt Anerkennung."
32340,32340,1.0,"Ich kann die negativen Meinungen nicht verstehen. Bin nun seit enigen Monaten bei Frau Dr. Walle. Oft kam ich ohne Termin, da ich verschiedenste Beschwerden hatte, egal wie voll der Warteraum war- sie hat sich immer Zeit genommen mir alles zu erklären und ist auf mich eingegangen.<br />
<br />
Sie ist ein rationaler und realistischer Arzt, das gefällt mir. <br />
<br />
Wegen der zu bezahlenden US sollte man sich die neuen Bestimmungen der Krankenkassen durchlesen. Diese Bezahlen  nunmal ""nur"" noch 3 US im ersten Trimester, was für eine Diagnose völlig ausreichend ist. Und auch eine Ärztin hat ihre Rechnungen zu begleichen.<br />
<br />
Wer also eine Ärtzin möchte die gerade heraus ist und keinen Hokus Pokus macht, sollte zu ihr gehen."
249207,249207,1.0,"Dr. Rottmann ist ein ruhiger und äußerst besonnener Arzt, zu dem ich sofort ein Vertrauensverhältnis aufbauen konnte. Ich wurde umfangreich und absolut kompetent beraten und ich hatte bei keiner Behandlung das Gefühl, dass er unter Zeitdruck steht. Dieser Arzt hat mir die Furcht vor Zahnarztbesuchen gänzlich genommen. Vielen Dank dafür.<br />
Die Praxisräune sind mit ansprechenden Bildern liebevoll gestaltet, so dass man sich sofort wohlfühlt.<br />
Ich kann diesen Zahnarzt Jedem zu 100% empfehlen!"
248341,248341,1.0,"Spricht immer offen und ehrlich, erklärt alles!"
87143,87143,1.0,"Die Praxis liegt nicht optimal und es ist nicht alles perfekt, aber Arzt und Team sind ausgesprochen unkompliziert, kompetent und freundlich."
99647,99647,1.0,"Frau Dr. Wiesent ist eine sehr freundliche und kompetente Ärztin. Sie nahm sich sehr viel Zeit, obwohl ich gesetzlich versichert bin. Sie hat sich auch meine Meinung angehört und ernst genommen. Sie versprach, mich anzurufen und hat das pünktlich gemacht, und sich auch für das Telefonat viel Zeit genommen. Ich fühle mich bei ihr sehr gut aufgehoben und werde jederzeit bei Bedarf ihren Rat suchen."
229987,229987,1.0,"Gründliche Untersuchung<br />
Zeit für Fragen<br />
alternative Behandlungsangebote<br />
Sehr freundliches Personal"
121389,121389,1.0,"Ich bin vor rund zwei Jahren wegen der guten Bewertungen zu Dr. Meckbach gelangt und kann diese Bewertungen nur bestätigen. Meine Termine bekomme ich jederzeit flott und unkompliziert, die ganze Atmosphäre in der Praxis finde ich sehr angenehm und serviceorientiert, und gewartet habe ich auch nie länger als ein paar Minuten. Dr. Meckbach selbst wirkte auf mich von Anfang an sympathisch, freundlich zugewandt, entspannt und professionell. Was immer er bislang an meinen Zähnen gemacht hat, hat jederzeit einwandfrei funktioniert und so gut wie nicht weh getan. Ich bin hochzufrieden und kann diesen Zahnarzt nur weiterempfehlen!"
438632,438632,1.0,"Herr Dr. Afia ist ist ein sehr kompetenter Arzt, der sich viel Zeit nimmt und einen sehr gut behandelt. Kurze Wartezeiten, und sehr gut organisierte Praxis. Ein Lob auch an sein Team, es wird auf Terminwünsche so gut es möglich ist eingegangen."
68184,68184,1.0,"Woher kommen die Symptome und warum sind sie da? Wie gehen sie am schnellsten und auf natürlichsten Wege wieder weg? Frau Dr. Neufeldt weiß, nach den beschriebenen Beschwerden, sofort was sie warum untersuchen muss. Sie erklärt, warum sie etwas tut und auf welche Weise. So kommt sie den Symptomen schnell auf die Spur und fragt nach, ob es sein kann, dass auch andere Beschwerden auftreten. Frau Dr. Neufeldt wägt das Spektrum an Möglichkeiten ab, um keinen Aspekt auszuschließen. Schließlich findet sie den passenden Weg, um den Beschwerden ein Ende zu bereiten. In ihren Händen fühlt man sich bestens aufgehoben."
142081,142081,1.0,Ich werde und wurde in dieser Praxis immer sehr gut behandelt
292039,292039,1.0,"Die fachkundige und freudliche Behandlung durch den Arzt wird im ganzen Team fortgesetzt.<br />
Daran hat sich in den vielen Jahren, die  ich mich dort untersuchen lasse, nichts geändert.<br />
Diese Praxis ist hochgradig zu empfehlen."
218010,218010,1.0,"Männer die Sex mit Männern haben und sich auf sexuell übertragbare Infektionen testen lassen wollen sind in dieser Praxis an der richtigen Adresse. Dr. Glaunsinger hat einen sehr guten Überblick und wirkt gleichzeitig routiniert. Hier wird nicht nur die klinische Diagnose gewissenhaft durchgeführt, sondern auch die serologische gründlich gehandhabt (Abstriche und Urinproben da wo es notwendig ist). Selten habe ich mich beim STD screening in so kompetenten Händen gefühlt."
436767,436767,1.0,"Eine sehr nette und kompetente Therapeutin, sehr freundlich und hilfsbereit. Nur weiterzuempfehlen! Auch auf Social Media vertreten, was die Therapie sehr unterstützt."
389304,389304,1.0,Ich bin begeistert.Ich wurde kompetent beraten. Das Personal ist sehr freundlich. Frau Dr. Baumstieger zählt meiner Meinung nach zu den besten Ärzte weit und breit! Daumen hoch und weiter so.
358172,358172,1.0,Sehr gute Behandlung und Aufklärung. Behandlungs- und Terapischritte werden ausgiebig besprochen und geplant.
358823,358823,1.0,"sehr kompetent, freundlich, keine unnötigen Behandlungen,"
267980,267980,1.0,"Perfekte Praxis Organisation, immer sehr freundlich, tolle und entspannte Atmosphäre, wir sind seit Jahren sehr zufrieden!"
159790,159790,1.0,"Ich habe mir bei Dr.  Boyali  die Weisheitszähne ziehen lassen und bin überaus zufrieden mit den Behandlungen ( habe mich für zwei getrennte Behandlungen entschieden, jeweils eine Seite zu einem bestimmten Termin). Schon nach einer Woche beim Fäden ziehen, war die Wunde schon so gut wie verheilt. Ich habe demnach keine Komplikationen erfahren, was auf die Fähigkeiten des Arztes zurückzuführen ist."
24713,24713,1.0,"Hier stimmt einfach alles! Schnelle Terminvergabe, aber auch ohne Termin habe ich selten länger als 30min. gewartet. Freundliche Praxismitarbeiterinnen. Aber der ""Star"" ist der Arzt: Stets sehr freundlich, mitunter sogar lustig bis witzig. Kann auch komplizierte Sachverhalte, einfach und bildlich erklären. Sehr kompetent und einfühlsam. Vor nunmehr über 14 Jahren mußte er mir eine schwere Krebserkrankung diagnostizieren, doch durch Herrn Shahab (und mit Hilfe der Uni-Klinik) lebe ich immer noch....."
229507,229507,1.0,"Keine langen Wartezeiten und trotzdem schnelle und kompetente Diagnose!<br />
Mitarbeiter alle sehr freundlich!<br />
Vielen Dank"
242214,242214,1.0,"Habeheute mit akutem Problem in der Praxis angerufen. Eine sehr nette,bemühte Arzthelferin ermöglichte,dass ich sofort kommen konnte.  Dort angekommen war der Empfang sehr nett, eine kurze Wartezeit und ich konnte zum Dr. Er nahm sich Zeit, untersuchte mich und klärte mich ausgiebig auf! Er bot mir 2 Alternativen zur Besserung und Tips. <br />
Ich bin sehr begeistert vom Team und Behandlung  und empfehle die Praxis sehr gerne weiter!!"
144348,144348,1.0,"Frau Dr. Held ist für mich eine sehr gute und freundliche Ärztin .Sie hat mich über Jahre hinweg sehr gut<br />
Behandelt und so dafür gesorgt ,das ich heute Gesund und Schmerzfrei bin .Was sie geschafft hat , <br />
haben vor Ihr andere HNO Ärzte nicht geschafft. Sie und Ihr sehr freundliches Team sorgen dafür, das <br />
man sehr schnell  Termine bekommt oder auch ohne Termine kommen kann .Bevor ich zu Ihr in Behandlung kam war ich wegen Probleme mit dem Ohren 2 x im Krankenhaus und davor Jahrelang bei<br />
einem anderen HNO in Behandlung .Dieser HNO bekam meine Probleme nicht im Griff , Frau.Dr.Held konnte mir helfen Gesund zu werden . Sie und ihr Team haben sogar nach Dienstschluss auf mich gewartet und mir geholfen. Danke !!!!!!"
53518,53518,1.0,"Ich musste schon öfter zu Frau Dr. Nagy und bin jedes mal zufrieden raus gegangen. Sie hat ihre eigene Art, was viele Leute als forsch, unfreundlich oder gestresst deuten könnten. Sie nimmt sich für jeden Patienten Zeit auch wenn ihre Sprechstundenzeit zu Ende ist. <br />
Als ich für eine Tinitusbehandlung 7 Tage an den tropf musste, bot sie mir an das ich am Wochenende zu ihr in die Arabellaklinik fahren kann, falls ich in keine Notfallpraxis möchte.<br />
Auch meine kleine Schwester geht sehr gerne zu ihr, jedes mal wenn wir vorbei fahren, würde sie freiwillig zu ihr rein."
114563,114563,1.0,"Tolle Kinderarztpraxis in Winterhude, alle Ärzte und das Praxispersonal sind stets fachlich kompetent, freundlich und konzentriert, einen guten Job zu machen. Sehr hohe Qualität in diesem anspruchsvollen Bereich, bei dem man als Eltern oft hohe Ansprüche stellt. Man wird immer ernst genommen und mit gutem Gefühl entlassen."
127575,127575,1.0,"Kurz und bündig: Gut aufgehoben gefühlt, absolut freundlich, Gespräch auf Augenhöhe. Jederzeit wieder. Danke!"
304400,304400,1.0,Dr. Butz ist ein sehr sympathischer junger Zahnarzt. Ich bin mit seiner Arbeit sehr zufrieden und kann ihn nur weiter empfehlen.
59905,59905,1.0,"Er geht nicht nur auf die Krankheitsbilder ein, sondern erfragt Hintergründe und versucht die Symptome abzuklären. Ich war bisher immer sehr gut aufgehoben, auch die Achwestern sind kompetent.<br />
Dass man zuweilen warten mus, liegt daran, dass er sich für jeden Patient die Zeit nimmt die notwendig ist."
80899,80899,1.0,"Ich hatte vorher einen anderen Hausarzt und der war auch okay gut. Jedoch hatte ich anfang des Jahres starke Rückenschmerzen, am Ende war es ein Bandscheibenvorfall, und mein damaliger Hausarzt machte nichts, außer mir Schmerzmittel zu verschreiben. Deshalb suchte ich einen anderen Arzt, stolperte über Dr. Gitter und siehe da, beim ersten Termin  untersuchte  er mich, warum ich an heftigen Rückenschmerzen leide. So mit T-Shirt ausziehen und bestimmte Bewegungen vollziehen. Auf die Idee wäre mein damaliger Hausarzt nie gekommen, dass zu einer Sprechstunde auch das Untersuchen einer Person zählt...<br />
Seit diesem Erlebnis ist Dr. Gitter mein Hausarzt!"
390215,390215,1.0,"Am 2. Oktober 2018 habe ich (60 Jahre alt) in der Neckar-Odenwald-Klinik (eine gute Klinik!) von Prof. Dr. Thorey eine Hüftgelenksimplantat eingesetzt bekommen. Mein Orthopäde hatte mir eine Operation durch ihn empfohlen. Ich bin seiner Empfehlung gefolgt und habe eine Anreise von ca. 300 km in Kauf genommen. Dies hat sich wirklich gelohnt. Die Operation war von der Beratung, Vorbereitung und Durchführung durch ihn bis heute ein voller Erfolg. Von Anfang an habe ich sehr großes Vertrauen in die Kompetenzen von Herrn Thorey gehabt. Vor der OP bin ich zweimal in seiner Sprechstunde gewesen. Seine Beratung ist kompetent, inhaltlich klar und direkt, ruhig - und vor allen Dingen menschlich, mit einem Gespür für die Ängste und Fragen eines Menschen, der vor der Frage: ""OP - ja oder nein?"" steht. Und: Er besitzt einen einen feinen Sinn für Humor! Kurz und gut: Er war von Anfang an der Operateur meines Vertrauens!!!<br />
Ich wurde nicht enttäuscht. Wenige Stunden nach der Operation konnte ich aufstehen (...mit Gehhilfen natürlich) und alle Dinge des Alltags im Krankenhaus selbständig erledigen. Nach fünf Tagen wurde ich entlassen und habe anschließend eine dreiwöchige stationäre Reha in Bad Sassendorf angetreten. Dort wurde der besonders gute und reibungslose Heilungsverlauf von allen Seiten (Ärzte, Therapeuten, Mitpatienten) mehrfach hervorgehoben und bemerkt. Nach ca. 7. Wochen bin ich wieder mit halber Stundenzahl in den Beruf  eingestiegen, hatte vorher schon das Gefühl dass dies ginge, bin aber den Empfehlungen der Therapeuten und meines Orthopäden gefolgt, dies vorsichtig und nicht zu schnell zu machen. <br />
Heute, mehr als 4 Monate nach der Operation fühlt sich meine neue Hüfte schon seit einigen Wochen an wie meine eigene, als sie noch gesund und beschwerdefrei war! Die Beschwerden, die ich vorher hatte, sind komplett verschwunden! Ich selbst bin begeistert und sehe oft in ungläubige Gesichter von Menschen, die sich nach dem Operationsserfolg erkundigen. Danke, Herr Thorey!"
366667,366667,1.0,"Mein Mann und ich sind seit Jahren bei Dr. Platte in Behandlung und uns wurde immer schnell geholfen.<br />
Herr Dr. Platte ist immer fsehr freundlich und hat für alles ein offenes Ohr."
114846,114846,1.0,"Ich war in der Praxis zur Konrolluntersuchung. Das Team hat mich sehr nett empfangen, mir meine Nervosität genommen. Frau Steinhoff klärte mich dann sehr gut und genau über meine Zähne auf, zeigte mir eine Karies im Spiegel. <br />
Jetzt habe ich an diesem Zahn ein keramisches Inlay und trage eine Knirscherschiene. <br />
Ich bin sehr zufrieden mit der Behandlung und fühle mich gesund im Mund."
438371,438371,1.0,"Dr.Böhr verkörpert für mich das,was man sich unter einem Arzt vorstellt. <br />
Er ist sehr höflich,hilfsbereit und hat ein enormes Fachwissen.<br />
Durch seine Bemühungen das bestmögliche Ergebnis zu erzielen, ist man bei ihm in den besten Händen."
435232,435232,1.0,"Meine Erfahrungen sind von Anfang bis Ende positiv. Den Termin habe ich sehr einfach online gebucht, aber am Tag selber hatte auch meine Tochter ein Problem, dann wurde einfach unbürokratisch ein zweiter Termin sozusagen drangehängt, so daß wir beide untersucht wurden. Es war eine sehr angenehme Atmosphäre, die Dame von der Anmeldung sehr nett und hilfsbereit. Der Arzt hat sich trotz des unerwarteten Doppeltermins für jeden von uns sehr viel Zeit genommen, gründlich untersucht und ausführlich, verständlich und sogar altersgerecht erklärt, was die Diagnose ist und was die Behandlung angeht. Der Arzt, Dr. Schmähling, war sehr freundlich, geduldig und kompetent."
284888,284888,1.0,Kompetenter und freundlicher Arzt der nicht davor scheute mir den Rat zu geben sich auch eine zweite Meinung einzuholen.
59266,59266,1.0,War sehr zufrieden mit dem Zahnarzt und dem Praxisteam. Hatte eine längere Behandlung. Terminverschiebungen waren immer möglich. Zahntechniker sofort anrufbar
231746,231746,6.0,"Ich war schon vor 4 Jahren dort und hatte sie bis heute negativ in Erinnerung, da meine Beschwerden aber wieder schlimmer wurden hab ich vor Kurzem mich entschieden noch einmal hinzugehen; <br />
Alles hat sich bestaetigt: extrem unfreundlich, spricht leise und unverstaendlich, man bekommt sofort das Gefuehl sie moechte einen loswerden, schaut mir nichtmal in die Nase und wurde am Ende noch von ihr lauthals angemeckert, nachdem ich sie freundlich um Rat gefragt habe. Als waer sie gezwungen da zu sein."
252367,252367,1.0,Ich fühle mich von Herrn Voss sehr gut beraten.
165770,165770,1.0,"Frau Dr. Breitkopf war mir in einer sehr schweren Zeit eine große Hilfe und dafür kann ich mich nur bedanken. Ich habe mich immer gut aufgehoben gefühlt, sie ist eine sehr angenehme Person, der man sich sofort 100%ig anvertrauen kann. Sie hat meine Probleme schnell erkannt und diese auch zielführend behandelt. Ich habe sehr viel Unterstützung, Zuspruch und gute Tipps von Frau Dr. Breitkopf erhalten, was mir bis heute immer noch hilft, wenn man mal wieder zweifelt. Die Terminvereinbarung war absolut unkompliziert und ohne lange Wartezeiten."
120419,120419,1.0,"Ich kann sie nur weiterempfehlen. Sie nimmt sich viel Zeit für die Patientinen. Sehr ehrlich, freundlich und kompetent."
335613,335613,1.0,"Ich ging zu Herrn Beetke, da ich von einem anderen Zahnarzt eine teure Behandlung empfohlen bekommen hatte und eine Zweitmeinung wollte. Herr Beetke kam zwar zu dem selben Befund, dass ich ein par Füllungen benötigte, aber teure Keramik-Inlays fand er ""übertrieben und zu teuer"". Im Gegensatz zu meinem ersten Zahnarzt. Anstatt 2000 EUR zu zahlen kam ich auf eine Zuzahlung von 300 EUR. Darüber hinaus ist die Zahnreinigung auch sehr günstig und fair.<br />
<br />
Es ist schön, dass es noch Zahnärzte gibt, die einen nicht versuchen abzuzocken, sondern fair und kompetent behandeln. Lieber Herr Beetke, vielen Dank!"
430329,430329,1.0,Ich bin seit ca. 6 Jahren bei Frau Dr. Ernst Patientin und war immer zufrieden bei ihr. Sie nimmt sich Zeit und geht ausführlich auf Fragen ein. In meiner 2. Schwangerschaft habe ich mich immer gut aufgehoben und gut betreut gefühlt. Auch die Arzthelferinnen sind sehr nett und die Praxis ist groß und modern eingerichtet. Einzig die Igel Leistungen sind sehr teuer aber das ist wo anders wahrscheinlich auch so. Kann ja jeder für sich entscheiden ob er sie in Anspruch nehmen möchte oder nicht.
99922,99922,1.0,Ich bin seit 4 Monaten Patient bei Herrn Dr Sevinc und kann diesen Zaharzt auf jedenfall empfehlen. Herr Dr. Sevinc arbeitet mit viel spass und erklärt auch immer warum und was er macht. Ich fühl mich wohl in dieser praxis
223032,223032,1.0,"Zur Behebung meiner Kurzsichtigkeit wurden mir in der Praxis Linsen eingesetzt (EVO Visian ICL). Von der Voruntersuchung bis zur Nachkontrolle habe ich mich in der Praxis pudelwohl gefühlt. Alles ist gut organisiert, das Team sehr freundlich und Die Atmosphäre entspannt. Herr Dr. Neuhann ist sehr aufmerksam, freundlich und nimmt sich Zeit um ganz individuell auf Patieten einzugehen. <br />
Ich habe mich sehr gut aufgehoben und beraten gefühlt und kann Herrn Dr. Neuhann uneingeschränkt empfehlen!"
251105,251105,1.0,"Hier stimmt einfach alles. Sehr nett ausgestattete Praxis, nette Helferinnen und ein unglaublich netter Arzt, der sich für jeden Patienten sehr viel Zeit nimmt. Zudem arbeitet er sehr gewissenhaft, ist zuverlässig, einfach alles perfekt. Ich kann nur sagen, dies ist ein Arzt einer aussterbenden Rasse, so wünscht man sich eine Behandlung"
276810,276810,1.0,"Vormittags idR ohne festen Termin erreichbar, dennoch hält sich die Wartezeit in Grenzen. Sehr freundlichesTeam und Ärztin, die sich Zeit nimmt und gründlich arbeitet. <br />
Als bei Regen mal weniger los war,  wurden spontan 3 kleinere Eingriffe sofort durchgeführt. Auch mein Sohn fühlt sich sehr gut aufgehoben. <br />
Volle Enpfehlung!"
389556,389556,1.0,"Am 11.11. war ich zum ersten Mal in der Praxis von Dr. Böhm. Mein Eindruck von Praxisatmosphäre, den Damen am Empfang und vor allem von Dr. Böhm selbst war äußerst positiv. - Ich war überrascht vom Zeitmanagement der Praxis, da mein Beratungstermin pünktlich um 10 Uhr begann. - Sehr dankbar war ich dann, wie sorgfältig und zugewandt Herr Dr. Böhm sich meines Problems annahm. In keinem Moment hatte ich den Eindruck, dass seine zahlreichen auf ihn wartenden Patienten meine Beratungszeit verkürzen würden. Seine ruhige Art und kompetentes Wissen haben mich sehr beeindruckt und ich bin dankbar, diesen Arzt gefunden zu haben, dessen Händen ich mich ganz anvertrauen kann."
126850,126850,1.0,Waren wegen einer Muskelzerrung da.  Gründliche Untersuchung sofortige Anordnung von Röntgenbildern durch Radiologen nebenan.  Danach Reizstromtherapie über mehrere Tage und vollständige Genesung in 2 Wochen und alles dort in der Praxis.
422396,422396,1.0,"Wir wurden von unserem Kinderarzt vor einigen Wochen mit unserer Tochter zu Herrn Hauptmann geschickt zur Kontrolle vom Hüftultraschall... nach Behandlung durch ihn, die uns sehr gut erklärt wurde, ist jetzt nach einer Abschlussuntersuchung alles gut! Danke! Er kann sehr gut mit Kindern (und auch besorgten Eltern) umgehen."
312031,312031,1.0,"- nimmt dem Patient die Angst, wirkt also beruhigend<br />
- erklärt deutlich, was gemacht wird/werden soll"
319296,319296,1.0,Top arzt. Nettes team. Klasse behandlung
404273,404273,1.0,"Frau Dr. Henrichs ist mit Abstand meine Lieblingsgynäkologin! Obwohl ich vor 2 Jahren nach Köln gezogen bin u aufgrund einer chronischen Erkrankung nicht selten zu ihr muss würde ich nie zu einer Ärztin nach Köln wechseln! Frau Henrichs ist sehr fürsorglich und gründlich bei den Untersuchungen! Was ich besonders mag ist ihre Offenheit in Bezug zu alternativen Heilmethoden. Da ich durch meine chronische Erkrankung auch mal ohne Termin komme,kann ich sagen,dass sie sich selbst dann Zeit nimmt und mir nicht das erfühl gibt es passe gerade nicht! <br />
<br />
Eine tolle Ärztin! Ich kann sie wirklich von Herzen empfehlen!<br />
<br />
Aber nicht nur sie ist toll,auch ihre Assistentinnen am Empfang und im Sprechzimmer sind sehr freundlich!"
23922,23922,1.0,Ich bin seit 15 jahren bei fr.dr.schrempel und bin total zu frieden.sie hat mich durch zwei schwangerschaften begleitet.zu jeder frage gibts eine antwort.
163146,163146,1.0,"Ich bin nun seit fast 10 Jahren Patientin bei Frau Dr. Sommer. Obwohl in meinem Wohnort mind. drei Gynäkologen vertreten sind, nehme ich gerne die halbe Std. Fahrt zur Praxis von Frau Dr. Sommer auf mich. Sie hat mich durch 3 Schwangerschaften begleitet, darunter eine Fehlgeburt. Frau Dr. Sommer<br />
ist sehr kompetent auf ihrem Gebiet. Die Kombination von Kompetenz, Einfühlungsvermögen, Ruhe und Freundlichkeit machen sie für mich zur besten Frauenärztin. Erst vor kurzem entdeckte ich einen Knoten in der Brust. Bei Frau Dr. Sommer durfte ich am gleichen Tag (Freitagnachmittag!!!) vorbeikommen und sie hat mir meine Angst genommen! Während meiner 3. Schwangerschaft hatte Dr. Sommer einen Unfall und hat sich den Finger gebrochen. Frau Dr. Sommer stellte sich selbst hintenan und kam im Interesse ihrer Patienten trotz Schmerzen nach kurzer Zeit wieder. Das ist nicht selbstverständlich! Ich als Patientin war dankbar, nicht zu einem anderen Arzt gehen zu müssen!<br />
Ich bin ein ängstlicher Mensch. Frau Dr. Sommer versteht es mir die Angst zu nehmen. Sie fragt nach, ob man selbst noch Fragen hat und nimmt sich die Zeit dafür. <br />
Bei den Untersuchungen geht sie immer vorsichtig, aber gewissenhaft vor.<br />
Wenn Frau Dr. Sommer Babyultraschall macht, merkt man ihr die Liebe zu ihrem Beruf an. Sie freut sich wenn sich das Baby bewegt oder wegdreht. Als Mami ist das zum Glück,  was man selbst empfindet, eine Schippe drauf! :-)<br />
Ich fühle mich bei Frau Dr. Sommer bestens betreut. In den Praxisräumen fühle ich mich ebenfalls wohl. <br />
Die beiden Arzthelferinnen sind beide sehr nett. In den knapp 10 Jahren habe ich sie nicht ein einziges Mal als unfreundlich empfunden. Ganz im Gegenteil. Sie sind immer gut gelaunt, nett und hilfsbereit. Das habe ich in anderen Praxen auch ganz anders erlebt!<br />
Ich schätze Frau Dr. Sommer und ihr Praxisteam sehr. Ich hoffe, dass ich dort noch lange Zeit Patientin sein darf und kann sie jeder Frau ohne Einschränkungen empfehlen.<br />
Danke Frau Dr. Sommer und Team, weiter so!"
40017,40017,1.0,"Ich war zwar sehr lange in der Praxis, aber es wurde richtig alles gecheckt <br />
nicht dieses huschi huschi wie in anderen arztpraxen"
325241,325241,1.0,"Nach einer langjährigen frustrierenden Ärzteodyssee habe ich mit Herrn Becker endlich einen durch und durch kompetenten und freundlichen Arzt gefunden, der als Erster den Zusammenhang und die Ursache meiner Beschwerden in den Kniegelenken, im Becken und der Wirbelsäule herausfinden konnte! <br />
<br />
Seine darauf aufbauende Behandlung und die anschließende Empfehlung von ihm, 2 mal pro Woche gezielten Muskelaufbau mit Gerätetraining zu betreiben, hat schon nach wenigen Wochen dazu geführt, dass ich heute wieder ohne Probleme zu Fuß in meine Wohnung im 5. Stock steigen kann, wieder tanzen und wandern gehe und Radtouren machen kann. Ich muss keine Medikamente gegen die Schmerzen mehr einnehmen und das Einsetzen eines künstlichen Kniegelenks kann nun noch viele Jahre dank Herrn Becker warten!<br />
Durch seinen ganzheitlichen Behandlungsansatz und die konsequente Anwendung seiner Trainingsempfehlung habe ich heute wieder eine Lebensqualität gewonnen, wie ich sie schon seit vielen Jahren nicht mehr kenne! Dafür bin ich Herrn Becker unglaublich dankbar und kann ihn als kompetenten, ganzheitlich denkenden und sich Zeit nehmenden Arzt nur wärmstens empfehlen! Ich vertraue ihm durch und durch!<br />
<br />
Sehr positiv ist auch die Notfallsprechstunde noch vor der eigentlichen Praxis, ohne lange Wartezeiten auf einen Termin. Die Praxis liegt sehr zentral am Bahnhof und ist barrierefrei durch einen Aufzug zu erreichen. Auch das Praxisteam erlebe ich immer wieder als effizient arbeitend und als eingespieltes Team! Sehr positiv, weil patientenfreundlich empfinde ich auch seine Nachmittagssprechstunde einmal wöchentlich in einem physiotherapeutischen Zentrum, denn so spare ich mir zeitraubende Wege! Ein gelungenes Konzept!<br />
 <br />
Herr Becker ist ein Arzt, der mitdenkt, sehr engagiert ist und seine Patienten ernst nimmt! Davon sollte es mehr geben!"
10972,10972,1.0,"100% empfehlenswert... kein ""Besserwisser"" oder ""Panikmacher""... es erzählt ganz normal was normal ist, krank sein ist ja nicht unnormal oder tragisch... sehr gut"
86058,86058,1.0,"In dieser Praxis ""menschelt"" es einfach... ich fühle mich seit mehr als 15 Jahren sehr gut aufgehoben.<br />
Es wird verständlich erklärt, was passiert und ich werde auch ohne Eitelkeiten zu Kollegen überwiesen, wenn es erforderlich ist."
47850,47850,1.0,"Fr. Dr. Hiller ist eine sehr freundliche Ärztin,  die sich viel Zeit für fragen und sorgen hat. Das trifft auch auf ihre Assistentin zu. Meist arbeiten beide parallel sodass die Wartezeit dadurch verkürzt werden wird. <br />
Die Schwestern sind immer sehr sehr freundlich.  Bei Problemen besonders in der Schwangerschaft darf man eigentlich immer sofort vorbei kommen. <br />
<br />
Ich würde die Praxis nicht mehr wechseln.  Nur zu empfehlen das ganze Team"
436622,436622,1.0,"Sehr nett und symphatisch, nimmt sich Zeit und beantwortet alle Fragen."
363363,363363,1.0,"Ich habe Überweisung von meinem Frauenarzt bekommen zum MIC Zentrum ,mein Frauenarzt hat mir Dr.Füger empfohlen. Ich bin sehr zufrieden, Operation ist sehr professionell gemacht. Meine Narben sind sehr schön geheilt das die kaum zu sehen sind. Zwei Tage nach dem OP könnte ich nach Hause gehen .<br />
Ich würde im weiter empfehlen.<br />
Danke."
21483,21483,4.0,Die Praxis an sich macht zunächst einen netten optischen Eindruck. Allerdings wird man wenig freundlich von den Arzthelferinnen empfangen. Neben dem Ehepaar Treusch arbeiten in der Praxis auch noch andere Ärzte/Ärztinnen. Ich musste insgesamt vier Mal hin und bin jedesmal bei einem anderen Arzt gelandet. Wirklich überzeugt hat mich aber keiner. Deswegen habe ich mir nun einen anderen Hausarzt gesucht.
218242,218242,1.0,"Sehr freundlich, sehr kompetent, viel Geduld, sehr empathisch!<br />
Meine Kinder und Neffen gehen auch zu Frau Zabaschus!!!<br />
DANKE!!!!"
43175,43175,1.0,"Ich freue mich, diesen Arzt gefunden zu haben.<br />
Bin sehr zufrieden.<br />
Herzlichen Dank!"
